Continent,Region/Country,Product,Variable,Year,Unit,Quantity
Oceania,Australia,Fresh Grapes,Production,2021,tonnes,2 175 593
Oceania,Australia,Table Grapes,Production,2021,tonnes, 152 379
Oceania,Australia,Dried Grapes,Consumption,2022,tonnes, 31 999
Oceania,Australia,Dried Grapes,Exports,2022,tonnes, 3 748
Oceania,Australia,Fresh Grapes,Exports,2022,tonnes, 109 125
Oceania,Australia,Dried Grapes,Imports,2022,tonnes, 20 997
Oceania,Australia,Fresh Grapes,Imports,2022,tonnes, 8 491
Oceania,Australia,Dried Grapes,Production,2022,tonnes, 14 750
Oceania,Australia,Fresh Grapes,Production,2022,tonnes,2 100 000
Oceania,Australia,Table Grapes,Production,2022,tonnes, 147 084
Oceania,Cook Islands,Table Grapes,Consumption,1995,tonnes,0
Oceania,Cook Islands,Dried Grapes,Imports,1995,tonnes,0
Oceania,Cook Islands,Fresh Grapes,Imports,1995,tonnes,0
Oceania,Cook Islands,Table Grapes,Consumption,1996,tonnes,0
Oceania,Cook Islands,Dried Grapes,Imports,1996,tonnes,0
Oceania,Cook Islands,Fresh Grapes,Imports,1996,tonnes,0
Oceania,Cook Islands,Table Grapes,Consumption,1997,tonnes,  2
Oceania,Cook Islands,Dried Grapes,Imports,1997,tonnes,  1
Oceania,Cook Islands,Fresh Grapes,Imports,1997,tonnes,  2
Oceania,Cook Islands,Table Grapes,Consumption,1998,tonnes,  1
Oceania,Cook Islands,Dried Grapes,Imports,1998,tonnes,  1
Oceania,Cook Islands,Fresh Grapes,Imports,1998,tonnes,  1
Oceania,Cook Islands,Table Grapes,Consumption,1999,tonnes,  2
Oceania,Cook Islands,Dried Grapes,Imports,1999,tonnes,  1
Oceania,Cook Islands,Fresh Grapes,Imports,1999,tonnes,  2
Oceania,Cook Islands,Table Grapes,Consumption,2000,tonnes,  2
Oceania,Cook Islands,Dried Grapes,Imports,2000,tonnes,  1
Oceania,Cook Islands,Fresh Grapes,Imports,2000,tonnes,  2
Oceania,Cook Islands,Table Grapes,Consumption,2001,tonnes,  3
Oceania,Cook Islands,Dried Grapes,Imports,2001,tonnes,0
Oceania,Cook Islands,Fresh Grapes,Imports,2001,tonnes,  3
Oceania,Cook Islands,Table Grapes,Consumption,2002,tonnes,  4
Oceania,Cook Islands,Dried Grapes,Imports,2002,tonnes,0
Oceania,Cook Islands,Fresh Grapes,Imports,2002,tonnes,  4
Oceania,Cook Islands,Table Grapes,Consumption,2003,tonnes,  7
Oceania,Cook Islands,Dried Grapes,Imports,2003,tonnes,  14
Oceania,Cook Islands,Fresh Grapes,Imports,2003,tonnes,  7
Oceania,Cook Islands,Table Grapes,Consumption,2004,tonnes,  9
Oceania,Cook Islands,Dried Grapes,Imports,2004,tonnes,  1
Oceania,Cook Islands,Fresh Grapes,Imports,2004,tonnes,  9
Oceania,Cook Islands,Table Grapes,Consumption,2005,tonnes,  15
Oceania,Cook Islands,Dried Grapes,Imports,2005,tonnes,  2
Oceania,Cook Islands,Fresh Grapes,Imports,2005,tonnes,  15
Oceania,Cook Islands,Table Grapes,Consumption,2006,tonnes,  11
Oceania,Cook Islands,Dried Grapes,Imports,2006,tonnes,  2
Oceania,Cook Islands,Fresh Grapes,Imports,2006,tonnes,  11
Oceania,Cook Islands,Table Grapes,Consumption,2007,tonnes,  13
Oceania,Cook Islands,Dried Grapes,Imports,2007,tonnes,  2
Oceania,Cook Islands,Fresh Grapes,Imports,2007,tonnes,  13
Oceania,Cook Islands,Table Grapes,Consumption,2008,tonnes,  9
Oceania,Cook Islands,Dried Grapes,Imports,2008,tonnes,  1
Oceania,Cook Islands,Fresh Grapes,Imports,2008,tonnes,  9
Oceania,Cook Islands,Table Grapes,Consumption,2009,tonnes,  9
Oceania,Cook Islands,Dried Grapes,Imports,2009,tonnes,  2
Oceania,Cook Islands,Fresh Grapes,Imports,2009,tonnes,  9
Oceania,Cook Islands,Table Grapes,Consumption,2010,tonnes,  16
Oceania,Cook Islands,Dried Grapes,Imports,2010,tonnes,  2
Oceania,Cook Islands,Fresh Grapes,Imports,2010,tonnes,  16
Oceania,Cook Islands,Table Grapes,Consumption,2011,tonnes,  6
Oceania,Cook Islands,Dried Grapes,Imports,2011,tonnes,  1
Oceania,Cook Islands,Fresh Grapes,Imports,2011,tonnes,  6
Oceania,Cook Islands,Table Grapes,Consumption,2012,tonnes,  7
Oceania,Cook Islands,Dried Grapes,Imports,2012,tonnes,  1
Oceania,Cook Islands,Fresh Grapes,Imports,2012,tonnes,  7
Oceania,Cook Islands,Table Grapes,Consumption,2013,tonnes,  7
Oceania,Cook Islands,Dried Grapes,Imports,2013,tonnes,  1
Oceania,Cook Islands,Fresh Grapes,Imports,2013,tonnes,  11
Oceania,Cook Islands,Table Grapes,Consumption,2014,tonnes,  7
Oceania,Cook Islands,Dried Grapes,Imports,2014,tonnes,  1
Oceania,Cook Islands,Fresh Grapes,Imports,2014,tonnes,  19
Oceania,Cook Islands,Table Grapes,Consumption,2015,tonnes,  9
Oceania,Cook Islands,Dried Grapes,Imports,2015,tonnes,  2
Oceania,Cook Islands,Fresh Grapes,Imports,2015,tonnes,  15
Oceania,Cook Islands,Table Grapes,Consumption,2016,tonnes,  7
Oceania,Cook Islands,Dried Grapes,Imports,2016,tonnes,  3
Oceania,Cook Islands,Fresh Grapes,Imports,2016,tonnes,  13
Oceania,Cook Islands,Dried Grapes,Imports,2017,tonnes,  2
Oceania,Cook Islands,Fresh Grapes,Imports,2017,tonnes,  13
Oceania,Cook Islands,Dried Grapes,Imports,2018,tonnes,  2
Oceania,Cook Islands,Fresh Grapes,Imports,2018,tonnes,  15
Oceania,Cook Islands,Dried Grapes,Imports,2019,tonnes,  2
Oceania,Cook Islands,Fresh Grapes,Imports,2019,tonnes,  19
Oceania,Cook Islands,Dried Grapes,Imports,2020,tonnes,  2
Oceania,Cook Islands,Fresh Grapes,Imports,2020,tonnes,  11
Oceania,Cook Islands,Dried Grapes,Imports,2021,tonnes,  4
Oceania,Cook Islands,Fresh Grapes,Imports,2021,tonnes,  18
Oceania,Fiji,Dried Grapes,Consumption,1995,tonnes,  25
Oceania,Fiji,Table Grapes,Consumption,1995,tonnes,  200
Oceania,Fiji,Dried Grapes,Exports,1995,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,1995,tonnes,  25
Oceania,Fiji,Fresh Grapes,Imports,1995,tonnes,  200
Oceania,Fiji,Dried Grapes,Consumption,1996,tonnes,  140
Oceania,Fiji,Table Grapes,Consumption,1996,tonnes,  458
Oceania,Fiji,Dried Grapes,Exports,1996,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,1996,tonnes,  140
Oceania,Fiji,Fresh Grapes,Imports,1996,tonnes,  458
Oceania,Fiji,Dried Grapes,Consumption,1997,tonnes,  110
Oceania,Fiji,Table Grapes,Consumption,1997,tonnes,  285
Oceania,Fiji,Dried Grapes,Exports,1997,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,1997,tonnes,  110
Oceania,Fiji,Fresh Grapes,Imports,1997,tonnes,  285
Oceania,Fiji,Dried Grapes,Consumption,1998,tonnes,  190
Oceania,Fiji,Table Grapes,Consumption,1998,tonnes,  232
Oceania,Fiji,Dried Grapes,Exports,1998,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,1998,tonnes,  190
Oceania,Fiji,Fresh Grapes,Imports,1998,tonnes,  232
Oceania,Fiji,Dried Grapes,Consumption,1999,tonnes,  150
Oceania,Fiji,Table Grapes,Consumption,1999,tonnes,  40
Oceania,Fiji,Dried Grapes,Exports,1999,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,1999,tonnes,  150
Oceania,Fiji,Fresh Grapes,Imports,1999,tonnes,  40
Oceania,Fiji,Dried Grapes,Consumption,2000,tonnes,  162
Oceania,Fiji,Table Grapes,Consumption,2000,tonnes,  127
Oceania,Fiji,Dried Grapes,Exports,2000,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,2000,tonnes,  162
Oceania,Fiji,Fresh Grapes,Imports,2000,tonnes,  127
Oceania,Fiji,Dried Grapes,Consumption,2001,tonnes,  79
Oceania,Fiji,Table Grapes,Consumption,2001,tonnes,  222
Oceania,Fiji,Dried Grapes,Exports,2001,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,2001,tonnes,  79
Oceania,Fiji,Fresh Grapes,Imports,2001,tonnes,  222
Oceania,Fiji,Dried Grapes,Consumption,2002,tonnes,  105
Oceania,Fiji,Table Grapes,Consumption,2002,tonnes,  175
Oceania,Fiji,Dried Grapes,Exports,2002,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,2002,tonnes,  105
Oceania,Fiji,Fresh Grapes,Imports,2002,tonnes,  176
Oceania,Fiji,Dried Grapes,Consumption,2003,tonnes,  120
Oceania,Fiji,Table Grapes,Consumption,2003,tonnes,  187
Oceania,Fiji,Dried Grapes,Exports,2003,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,2003,tonnes,  120
Oceania,Fiji,Fresh Grapes,Imports,2003,tonnes,  187
Oceania,Fiji,Dried Grapes,Consumption,2004,tonnes,  146
Oceania,Fiji,Table Grapes,Consumption,2004,tonnes,  222
Oceania,Fiji,Dried Grapes,Exports,2004,tonnes,  1
Oceania,Fiji,Dried Grapes,Imports,2004,tonnes,  147
Oceania,Fiji,Fresh Grapes,Imports,2004,tonnes,  222
Oceania,Fiji,Dried Grapes,Consumption,2005,tonnes,  109
Oceania,Fiji,Table Grapes,Consumption,2005,tonnes,  476
Oceania,Fiji,Dried Grapes,Exports,2005,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,2005,tonnes,  109
Oceania,Fiji,Fresh Grapes,Imports,2005,tonnes,  476
Oceania,Fiji,Dried Grapes,Consumption,2006,tonnes,  128
Oceania,Fiji,Table Grapes,Consumption,2006,tonnes,  270
Oceania,Fiji,Dried Grapes,Exports,2006,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,2006,tonnes,  128
Oceania,Fiji,Fresh Grapes,Imports,2006,tonnes,  270
Oceania,Fiji,Dried Grapes,Consumption,2007,tonnes,  116
Oceania,Fiji,Table Grapes,Consumption,2007,tonnes,  318
Oceania,Fiji,Dried Grapes,Exports,2007,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,2007,tonnes,  116
Oceania,Fiji,Fresh Grapes,Imports,2007,tonnes,  318
Oceania,Fiji,Dried Grapes,Consumption,2008,tonnes,  154
Oceania,Fiji,Table Grapes,Consumption,2008,tonnes,  268
Oceania,Fiji,Dried Grapes,Exports,2008,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,2008,tonnes,  154
Oceania,Fiji,Fresh Grapes,Imports,2008,tonnes,  268
Oceania,Fiji,Dried Grapes,Consumption,2009,tonnes,  117
Oceania,Fiji,Table Grapes,Consumption,2009,tonnes,  221
Oceania,Fiji,Dried Grapes,Exports,2009,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,2009,tonnes,  117
Oceania,Fiji,Fresh Grapes,Imports,2009,tonnes,  222
Oceania,Fiji,Dried Grapes,Consumption,2010,tonnes,  125
Oceania,Fiji,Table Grapes,Consumption,2010,tonnes,  164
Oceania,Fiji,Dried Grapes,Exports,2010,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,2010,tonnes,  125
Oceania,Fiji,Fresh Grapes,Imports,2010,tonnes,  165
Oceania,Fiji,Dried Grapes,Consumption,2011,tonnes,  108
Oceania,Fiji,Table Grapes,Consumption,2011,tonnes,  219
Oceania,Fiji,Dried Grapes,Exports,2011,tonnes,0
Oceania,Fiji,Dried Grapes,Imports,2011,tonnes,  108
